縣市	行政區	村里	圖號坐標	型式		
基隆市	七堵區	友二里	B8061AD00	水泥桿		
基隆市	七堵區	友二里	B7961HC59	水泥桿		
基隆市	七堵區	友二里	B7961HD13	水泥桿		
基隆市	七堵區	友二里	B7961GD75	水泥桿		
基隆市	七堵區	友二里	B7961GD47	水泥桿		
基隆市	七堵區	友二里	B7961GE00	水泥桿		
基隆市	七堵區	友二里	B7961HC29	木桿		
基隆市	七堵區	友二里	B7961GC79	水泥桿		
基隆市	七堵區	友二里	B7961GC69	水泥桿		
基隆市	七堵區	友二里	B8061CC09	木桿		
基隆市	七堵區	友二里	B8061BD75	木桿		
基隆市	七堵區	友二里	B8061BD86	木桿		
基隆市	七堵區	友二里	B8061BE30	水泥桿		
基隆市	七堵區	友二里	B8061BE10	木桿		
基隆市	七堵區	友二里	B8061AE73	水泥桿		
基隆市	七堵區	友二里	B8061AE53	水泥桿		
基隆市	七堵區	友二里	B8160CB23	水泥桿		
基隆市	七堵區	友二里	B8061AE99	水泥桿		
基隆市	七堵區	友二里	B8062AA65	木桿		
基隆市	七堵區	友二里	B8062AA49	木桿		
基隆市	七堵區	友二里	B8062AB21	木桿		
基隆市	七堵區	友二里	B7962HB98	木桿		
基隆市	七堵區	友二里	B7962HC56	木桿		
基隆市	七堵區	友二里	B8062AC09	木桿		
基隆市	七堵區	友二里	B8063DA16	水泥桿		
基隆市	七堵區	友二里	B8063DA26	水泥桿		
基隆市	七堵區	友二里	B8063DA46	水泥桿		
基隆市	七堵區	友二里	B8063DB40	水泥桿		
基隆市	七堵區	友二里	B8063DB90	水泥桿		
基隆市	七堵區	友二里	B8063DB94	水泥桿		
基隆市	七堵區	友二里	B8063DB98	水泥桿		
基隆市	七堵區	友二里	B8063EC12	水泥桿		
基隆市	七堵區	友二里	B8063EC35	水泥桿		
基隆市	七堵區	友二里	B8063DA84	水泥桿		
基隆市	七堵區	友二里	B8063DA92	水泥桿		
基隆市	七堵區	友二里	B8062DE88	水泥桿		
基隆市	七堵區	友二里	B8062DE98	水泥桿		
基隆市	七堵區	友二里	B8062EE28	水泥桿		
基隆市	七堵區	友二里	B8062AD30	水泥桿		
基隆市	七堵區	友二里	B8062BD03	水泥桿		
基隆市	七堵區	友二里	B8062BD25	水泥桿		
基隆市	七堵區	友二里	B8062BE60	水泥桿		
基隆市	七堵區	友二里	B8062CE12	水泥桿		
基隆市	七堵區	友二里	B8062CE37	水泥桿		
基隆市	七堵區	友二里	B8062CA80	水泥桿		
基隆市	七堵區	友二里	B8063DA12	水泥桿		
基隆市	七堵區	友二里	B7962HD32	木桿		
基隆市	七堵區	友二里	B7962HD53	水泥桿		
基隆市	七堵區	友二里	B7962GD95	木桿		
基隆市	七堵區	友二里	B7962GD77	水泥桿		
基隆市	七堵區	友二里	B7962GD68	水泥桿		
基隆市	七堵區	友二里	B7962GD44	水泥桿		
基隆市	七堵區	友二里	B7962GD12	水泥桿		
基隆市	七堵區	友二里	B7962FD90	水泥桿		
基隆市	七堵區	友二里	B7962FC57	水泥桿		
基隆市	七堵區	友二里	B7962FC64	水泥桿		
基隆市	七堵區	友二里	B7962FC21	水泥桿		
基隆市	七堵區	友二里	B7962EB79	水泥桿		
基隆市	七堵區	友二里	B7962GE30	木桿		
基隆市	七堵區	友二里	B8160BB71	水泥桿		
基隆市	七堵區	友二里	B7962GE12	水泥桿		
基隆市	七堵區	友二里	B7962FE93	水泥桿		
基隆市	七堵區	友二里	B7962DE85	水泥桿		
基隆市	七堵區	友二里	B7962BC12	水泥桿		
基隆市	七堵區	友二里	B7962AC53	水泥桿		
基隆市	七堵區	友二里	B7962EE27	水泥桿		
基隆市	七堵區	友二里	B7962DE35	水泥桿		
基隆市	七堵區	友二里	B7962CE56	水泥桿		
基隆市	七堵區	友二里	B7962BE86	水泥桿		
基隆市	七堵區	友二里	B7962BE08	水泥桿		
基隆市	七堵區	友二里	B7962AE79	水泥桿		
基隆市	七堵區	友二里	B7963AA93	水泥桿		
基隆市	七堵區	友二里	B7962AE68	水泥桿		
基隆市	七堵區	友二里	B7962AE56	水泥桿		
基隆市	七堵區	友二里	B7962AE06	水泥桿		
基隆市	七堵區	友二里	B7862HE56	水泥桿		
基隆市	七堵區	友二里	B7862HE13	水泥桿		
基隆市	七堵區	友二里	B7862GE63	水泥桿		
基隆市	七堵區	友二里	B7862GE11	水泥桿		
基隆市	七堵區	友二里	B7962BE61	水泥桿		
基隆市	七堵區	友二里	B7962BD47	水泥桿		
基隆市	七堵區	友二里	B7962BD40	水泥桿		
基隆市	七堵區	友二里	B7962BD01	水泥桿		
基隆市	七堵區	友二里	B7962BC54	水泥桿		
基隆市	七堵區	友二里	B7962BC53	水泥桿		
基隆市	七堵區	友二里	B7962FE89	水泥桿		
基隆市	七堵區	友二里	B7963FA85	水泥桿		
基隆市	七堵區	友二里	B7963FB82	水泥桿		
基隆市	七堵區	友二里	B7963EB92	水泥桿		
基隆市	七堵區	友二里	B7963FB85	木桿		
基隆市	七堵區	友二里	B7963FB68	木桿		
基隆市	七堵區	友二里	B7963FC62	木桿		
基隆市	七堵區	友二里	B7963FC66	水泥桿		
基隆市	七堵區	友二里	B7963FC69	水泥桿		
基隆市	七堵區	友二里	B8160BA39	水泥桿		
基隆市	七堵區	友二里	B7963FD9157	水泥桿		
基隆市	七堵區	友二里	B8160AA99	水泥桿		
基隆市	七堵區	友二里	B8160AB72	水泥桿		
基隆市	七堵區	友二里	B8160AB43	水泥桿		
基隆市	七堵區	友二里	B8160AB56	水泥桿		
基隆市	七堵區	友二里	B8160AB28	水泥桿		
基隆市	七堵區	友二里	B8160AB50	水泥桿		
基隆市	七堵區	友二里	B8160AA09	水泥桿		
基隆市	七堵區	友二里	B8060HA68	水泥桿		
新北市	石門區	富基里	B6692GB71	水泥桿		
新北市	石門區	富基里	B6792BA93	水泥桿		
新北市	石門區	富基里	B6792CA45	水泥桿		
新北市	石門區	富基里	B6792CB60	水泥桿		
新北市	石門區	富基里	B6792CB94	水泥桿		
新北市	石門區	富基里	B6792DB07	水泥桿		
新北市	石門區	富基里	B6792DD09	水泥桿		
新北市	石門區	富基里	B6792DC03	水泥桿		
新北市	石門區	富基里	B6792CC77	水泥桿		
新北市	石門區	富基里	B6792DC48	水泥桿		
新北市	石門區	富基里	B6792DC96	木桿		
新北市	石門區	富基里	B6792EC15	木桿		
新北市	石門區	富基里	B6792CC37	水泥桿		
新北市	石門區	富基里	B6792CC09	水泥桿		
新北市	石門區	富基里	B6792BC89	水泥桿		
新北市	石門區	富基里	B6792BC49	水泥桿		
新北市	石門區	富基里	B6792BC08	水泥桿		
新北市	石門區	富基里	B6792BD01	水泥桿		
新北市	石門區	富基里	B6792BD73	水泥桿		
新北市	石門區	富基里	B6792BD56	水泥桿		
新北市	石門區	富基里	B6792CD17	水泥桿		
新北市	石門區	富基里	B6792CE32	水泥桿		
新北市	石門區	富基里	B6792CE16	水泥桿		
新北市	石門區	富基里	B6792BE77	水泥桿		
新北市	石門區	富基里	B6792BE59	水泥桿		
新北市	石門區	富基里	B6792CD58	水泥桿		
新北市	石門區	富基里	B6792DB02	水泥桿		
新北市	石門區	富基里	B6792DA27	水泥桿		
新北市	石門區	富基里	B6792DA69	水泥桿		
新北市	石門區	富基里	B6792EB11	水泥桿		
新北市	石門區	富基里	B6792EB53	水泥桿		
新北市	石門區	富基里	B6792FB07	水泥桿		
新北市	石門區	富基里	B6792FB19	水泥桿		
新北市	石門區	富基里	B6792FC44	水泥桿		
新北市	石門區	富基里	B6792FB15	水泥桿		
新北市	石門區	富基里	B6792DA62	水泥併桿		
新北市	石門區	富基里	B6791DE87	水泥桿		
新北市	石門區	富基里	B6792EA11	水泥桿		
新北市	石門區	富基里	B6791EE05	水泥桿		
新北市	石門區	富基里	B6791EE31	水泥併桿		
新北市	石門區	富基里	B6791EE33	水泥併桿		
新北市	石門區	富基里	B6791EE66	水泥桿		
新北市	石門區	富基里	B6791EE88	水泥桿		
新北市	石門區	富基里	B6791EE64	水泥桿		
新北市	石門區	富基里	B6791EE85	水泥桿		
新北市	石門區	富基里	B6692GA96	水泥桿		
新北市	石門區	富基里	B6791EE40	水泥併桿		
新北市	石門區	富基里	B6791EE4021	水泥桿		
新北市	石門區	富基里	B6791ED37	水泥桿		
新北市	石門區	富基里	B6791ED88	水泥桿		
新北市	石門區	富基里	B6791FD16	水泥桿		
新北市	石門區	富基里	B6791FD05	水泥桿		
新北市	石門區	富基里	B6791FD54	水泥桿		
新北市	石門區	富基里	B6791FD81	水泥桿		
新北市	石門區	富基里	B6791FD70	水泥桿		
新北市	石門區	富基里	B6791FC57	水泥桿		
新北市	石門區	富基里	B6791FC44	水泥桿		
新北市	石門區	富基里	B6791FC50	水泥桿		
新北市	石門區	富基里	B6791FB19	水泥桿		
新北市	石門區	富基里	B6791GD29	水泥桿		
新北市	石門區	富基里	B6791GE11	水泥桿		
新北市	石門區	富基里	B6791GC27	水泥桿		
新北市	石門區	富基里	B6791GC77	水泥桿		
新北市	石門區	富基里	B6791HC16	水泥桿		
新北市	石門區	老梅里	B6791HC43	水泥桿		
新北市	石門區	老梅里	B6791HC30	水泥桿		
新北市	石門區	富基里	B6791HB17	水泥桿		
新北市	石門區	富基里	B6791GB96	水泥桿		
新北市	石門區	富基里	B6791GB74	水泥桿		
新北市	石門區	富基里	B6791HB35	水泥桿		
新北市	石門區	富基里	B6791HB42	H桿		
新北市	石門區	老梅里	B6791HC71	水泥桿		
新北市	石門區	老梅里	B6791HB88	水泥桿		
新北市	石門區	老梅里	B6891AB05	水泥桿		
新北市	石門區	老梅里	B6891AB32	水泥桿		
新北市	石門區	富基里	B6692HA11	水泥桿		
新北市	石門區	老梅里	B6891AA69	水泥桿		
新北市	石門區	老梅里	B6891AA76	水泥桿		
新北市	石門區	老梅里	B6891AA93	水泥桿		
新北市	石門區	老梅里	B6890BE19	水泥桿		
新北市	石門區	老梅里	B6891AA62	水泥桿		
新北市	石門區	老梅里	B6890BE36	水泥桿		
新北市	石門區	老梅里	B6890BE17	水泥桿		
新北市	石門區	老梅里	B6890AE78	水泥桿		
新北市	石門區	老梅里	B6890BE71	水泥併桿		
新北市	石門區	老梅里	B6890BD97	水泥桿		
新北市	石門區	老梅里	B6890BE82	水泥併桿		
新北市	石門區	老梅里	B6890CE21	水泥桿		
新北市	石門區	老梅里	B6890CE30	水泥桿		
新北市	石門區	老梅里	B6890CD05	水泥桿		
新北市	石門區	老梅里	B6890CD12	水泥桿		
新北市	石門區	老梅里	B6890CC29	水泥桿		
新北市	石門區	老梅里	B6890CC45	水泥桿		
新北市	石門區	老梅里	B6890CC52	水泥桿		
新北市	石門區	老梅里	B6890CB69	水泥桿		
新北市	石門區	老梅里	B6890CB74	水泥桿		
新北市	石門區	老梅里	B6890CB61	水泥桿		
新北市	石門區	老梅里	B6890CA66	水泥桿		
新北市	石門區	老梅里	B6890CA53	水泥併桿		
新北市	石門區	老梅里	B6889CE69	水泥桿		
新北市	石門區	富基里	B6691HE27	水泥桿		
新北市	石門區	老梅里	B6889CE35	水泥桿		
新北市	石門區	老梅里	B6889CE22	水泥桿		
新北市	石門區	老梅里	B6889CD09	水泥桿		
新北市	石門區	老梅里	B6889BD76	水泥桿		
新北市	石門區	老梅里	B6889BD42	水泥桿		
新北市	石門區	老梅里	B6889BC08	水泥桿		
新北市	石門區	老梅里	B6889AC84	水泥併桿		
新北市	石門區	老梅里	B6889AC50	水泥桿		
新北市	石門區	富基里	B6691HE57	水泥桿		
新北市	石門區	富基里	B6791AE27	水泥桿		
新北市	石門區	富基里	B6792AA20	水泥桿		
新北市	石門區	富基里	B6792AA14	水泥桿		
新北市	石門區	富基里	B6792AA26	水泥桿		
新北市	石門區	富基里	B6792AB42	水泥桿		
新北市	石門區	富基里	B6792AA89	水泥桿		
新北市	石門區	富基里	B6691HE71	水泥桿		
新北市	石門區	富基里	B6691HD69	水泥桿		
